claim_id	evidence_id	evidence_kind	location	sha256	hash_mode	architecture_requirement
MU-EXCHANGE-IDENTITY	EV-MU-EXCHANGE-IDENTITY	REPRODUCTION	reproduce/mass-ladder	c05faa12ed4afe65734c0cfcbe4c848fd0b64bd2071edee883381d9231f85a59	bundle-manifest-sha256-v1	two-architecture
MASS-LADDER-FORMS	EV-MASS-LADDER-FORMS	REPRODUCTION	reproduce/mass-ladder	c05faa12ed4afe65734c0cfcbe4c848fd0b64bd2071edee883381d9231f85a59	bundle-manifest-sha256-v1	recorded-audit
PARITY-LAW	EV-PARITY-LAW	REPRODUCTION	reproduce/mass-ladder	c05faa12ed4afe65734c0cfcbe4c848fd0b64bd2071edee883381d9231f85a59	bundle-manifest-sha256-v1	two-architecture
BRIDGE-DEFECT	EV-BRIDGE-DEFECT	REPRODUCTION	reproduce/mass-ladder	c05faa12ed4afe65734c0cfcbe4c848fd0b64bd2071edee883381d9231f85a59	bundle-manifest-sha256-v1	two-architecture
WEINBERG-TREE	EV-WEINBERG-TREE	REPRODUCTION	reproduce/weinberg	7e3f6ba5e0f84ce4297cd2933eb40999fcbf3e53a92d81f0660972599f906d13	bundle-manifest-sha256-v1	two-architecture
HYPERCHARGE-LAW	EV-HYPERCHARGE-LAW	REPRODUCTION	reproduce/weinberg	7e3f6ba5e0f84ce4297cd2933eb40999fcbf3e53a92d81f0660972599f906d13	bundle-manifest-sha256-v1	two-architecture
WEINBERG-FORM	EV-WEINBERG-FORM	REPRODUCTION	reproduce/weinberg	7e3f6ba5e0f84ce4297cd2933eb40999fcbf3e53a92d81f0660972599f906d13	bundle-manifest-sha256-v1	recorded-audit
MAXWELL-BIANCHI	EV-MAXWELL-BIANCHI	REPRODUCTION	reproduce/maxwell	3a11cbcce3ad0eeca681c366ef7c697d1757918786d101c8af0f74266e6c2c8c	bundle-manifest-sha256-v1	two-architecture
MAXWELL-GAUSS-CHAIN	EV-MAXWELL-GAUSS-CHAIN	REPRODUCTION	reproduce/maxwell	3a11cbcce3ad0eeca681c366ef7c697d1757918786d101c8af0f74266e6c2c8c	bundle-manifest-sha256-v1	two-architecture
MAXWELL-AMPERE-CHAIN	EV-MAXWELL-AMPERE-CHAIN	REPRODUCTION	reproduce/maxwell	3a11cbcce3ad0eeca681c366ef7c697d1757918786d101c8af0f74266e6c2c8c	bundle-manifest-sha256-v1	two-architecture
MAXWELL-OBSTRUCTION-P	EV-MAXWELL-OBSTRUCTION-P	REPRODUCTION	reproduce/maxwell	3a11cbcce3ad0eeca681c366ef7c697d1757918786d101c8af0f74266e6c2c8c	bundle-manifest-sha256-v1	two-architecture
MAXWELL-CLOSED	EV-MAXWELL-CLOSED	REPRODUCTION	reproduce/maxwell	3a11cbcce3ad0eeca681c366ef7c697d1757918786d101c8af0f74266e6c2c8c	bundle-manifest-sha256-v1	recorded-audit
ALPHA-PREFACTOR-UNIFICATION	EV-ALPHA-PREFACTOR-UNIFICATION	REPRODUCTION	reproduce/alpha-value	4a45afab4af710a58884d4f63c05903d48bbbcbedb48536bd0eab7443a6b71a7	bundle-manifest-sha256-v1	two-architecture
ALPHA-FORM	EV-ALPHA-FORM	REPRODUCTION	reproduce/alpha-value	4a45afab4af710a58884d4f63c05903d48bbbcbedb48536bd0eab7443a6b71a7	bundle-manifest-sha256-v1	recorded-audit
ALPHA-VALUE-DIGITS	EV-ALPHA-VALUE-DIGITS	REPRODUCTION	reproduce/alpha-value	4a45afab4af710a58884d4f63c05903d48bbbcbedb48536bd0eab7443a6b71a7	bundle-manifest-sha256-v1	one-architecture
TT-LINEAR-ZERO	EV-TT-LINEAR-ZERO	REPRODUCTION	reproduce/cosmology-register	98a9425099666e47fb1cf4c48e72ab29fbc30ea9906a319d80ebc6cc1d3bdbdb	bundle-manifest-sha256-v1	two-architecture
TT-QUADRATIC-INDUCED	EV-TT-QUADRATIC-INDUCED	REPRODUCTION	reproduce/cosmology-register	98a9425099666e47fb1cf4c48e72ab29fbc30ea9906a319d80ebc6cc1d3bdbdb	bundle-manifest-sha256-v1	recorded-audit
GYRON-DENSITY	EV-GYRON-DENSITY	PUBLIC_PROBE	probes/P-GYRON-DISCREPANCY-LOG-3	b4e7eba23b815d0964a8516f25fe3cdc6db363e3646d658253ea5e9289e9382e	bundle-manifest-sha256-v1	two-architecture
GYRON-DISCREPANCY-LOG	EV-GYRON-DISCREPANCY-LOG	PUBLIC_PROBE	probes/P-GYRON-DISCREPANCY-LOG-3	b4e7eba23b815d0964a8516f25fe3cdc6db363e3646d658253ea5e9289e9382e	bundle-manifest-sha256-v1	two-architecture
TM-PAIR-SUBSTITUTION-FIXED-POINT	EV-TM-PAIR-SUBSTITUTION-FIXED-POINT	PUBLIC_PROBE	probes/P-GYRON-DISCREPANCY-LOG-3	b4e7eba23b815d0964a8516f25fe3cdc6db363e3646d658253ea5e9289e9382e	bundle-manifest-sha256-v1	two-architecture
COSMOLOGY-READING-DICTIONARY	EV-COSMOLOGY-READING-DICTIONARY	INLINE_CANON	inline	9f462ce0a40b8d01e31c6ad6d59a1516dac035201f14eb55475babdd15006679	registry-scope-sha256-v1	none
COSMOLOGY-REGISTER	EV-COSMOLOGY-REGISTER	REPRODUCTION	reproduce/cosmology-register	98a9425099666e47fb1cf4c48e72ab29fbc30ea9906a319d80ebc6cc1d3bdbdb	bundle-manifest-sha256-v1	recorded-audit
CONFORMAL-PREFACTOR	EV-CONFORMAL-PREFACTOR	REPRODUCTION	reproduce/cosmology-register	98a9425099666e47fb1cf4c48e72ab29fbc30ea9906a319d80ebc6cc1d3bdbdb	bundle-manifest-sha256-v1	recorded-audit
TT-SQUARING-DECODER	EV-TT-SQUARING-DECODER	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	recorded-audit
SCHWARZSCHILD-TT-ENDPOINT	EV-SCHWARZSCHILD-TT-ENDPOINT	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	two-architecture
TT-QUADRATIC-GERM	EV-TT-QUADRATIC-GERM	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	recorded-audit
COUPLINGS-DETERMINE	EV-COUPLINGS-DETERMINE	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	two-architecture
DEWITT-TWELVES	EV-DEWITT-TWELVES	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	two-architecture
METRO-TICK	EV-METRO-TICK	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	two-architecture
MEASURE-SPATIAL-ONLY	EV-MEASURE-SPATIAL-ONLY	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	two-architecture
STRONG-SEED	EV-STRONG-SEED	REPRODUCTION	reproduce/coupling-metrology	4521e13f3461b073293355ba794f5011900974543293fe469b4f06ed2290171b	bundle-manifest-sha256-v1	recorded-audit
HYPERPLANE-BOUNDARY-CLASS	EV-HYPERPLANE-BOUNDARY-CLASS	REPRODUCTION	reproduce/hyperplane-codec	9477d13e62631171a4b33ebc0c130a7c2e9f5e45fe79073227f4a254c3592f35	bundle-manifest-sha256-v1	two-architecture
HYPERPLANE-BOUNDARY-REALIZATION	EV-HYPERPLANE-BOUNDARY-REALIZATION	REPRODUCTION	reproduce/hyperplane-codec	9477d13e62631171a4b33ebc0c130a7c2e9f5e45fe79073227f4a254c3592f35	bundle-manifest-sha256-v1	one-architecture
CODEC-TR4	EV-CODEC-TR4	REPRODUCTION	reproduce/hyperplane-codec	9477d13e62631171a4b33ebc0c130a7c2e9f5e45fe79073227f4a254c3592f35	bundle-manifest-sha256-v1	two-architecture
PHIBIT-NOT-TAU	EV-PHIBIT-NOT-TAU	REPRODUCTION	reproduce/hyperplane-codec	9477d13e62631171a4b33ebc0c130a7c2e9f5e45fe79073227f4a254c3592f35	bundle-manifest-sha256-v1	recorded-audit
KERNEL-WEDGE-AFFINITY	EV-KERNEL-WEDGE-AFFINITY	REPRODUCTION	reproduce/kernel-connectivity	8673c03c0b2105daf7895ea2ccffb0c85f57480071fce2ea9f9157c2f1786ba7	bundle-manifest-sha256-v1	two-architecture
KERNEL-WEDGE-COUPLING	EV-KERNEL-WEDGE-COUPLING	REPRODUCTION	reproduce/kernel-connectivity	8673c03c0b2105daf7895ea2ccffb0c85f57480071fce2ea9f9157c2f1786ba7	bundle-manifest-sha256-v1	two-architecture
KERNEL-WEDGE-LINEAR-STRATA	EV-KERNEL-WEDGE-LINEAR-STRATA	REPRODUCTION	reproduce/kernel-connectivity	8673c03c0b2105daf7895ea2ccffb0c85f57480071fce2ea9f9157c2f1786ba7	bundle-manifest-sha256-v1	two-architecture
KERNEL-WEDGE-AFFINE-MIX	EV-KERNEL-WEDGE-AFFINE-MIX	REPRODUCTION	reproduce/kernel-connectivity	8673c03c0b2105daf7895ea2ccffb0c85f57480071fce2ea9f9157c2f1786ba7	bundle-manifest-sha256-v1	two-architecture
KERNEL-CELL-COMPONENTS	EV-KERNEL-CELL-COMPONENTS	REPRODUCTION	reproduce/kernel-connectivity	8673c03c0b2105daf7895ea2ccffb0c85f57480071fce2ea9f9157c2f1786ba7	bundle-manifest-sha256-v1	one-architecture
KERNEL-MACRO-READING	EV-KERNEL-MACRO-READING	REPRODUCTION	reproduce/kernel-connectivity	8673c03c0b2105daf7895ea2ccffb0c85f57480071fce2ea9f9157c2f1786ba7	bundle-manifest-sha256-v1	recorded-audit
ODOMETER-INTERNALIZED	EV-ODOMETER-INTERNALIZED	REPRODUCTION	reproduce/foundations-places	feeb30a3320ddb88836b622414f795dfa778eaea7fbba0ece126b652ece5fea0	bundle-manifest-sha256-v1	recorded-audit
READING-SPLIT	EV-READING-SPLIT	INLINE_CANON	inline	2e580c274aa31a28c1a825e6f3e4b19c7a2f1b3b6ad857b885d9a5d7de6b9719	registry-scope-sha256-v1	none
TIME-QUANTUM-TOWER	EV-TIME-QUANTUM-TOWER	REPRODUCTION	reproduce/foundations-places	feeb30a3320ddb88836b622414f795dfa778eaea7fbba0ece126b652ece5fea0	bundle-manifest-sha256-v1	one-architecture
DEGREES-BY-PRIME	EV-DEGREES-BY-PRIME	REPRODUCTION	reproduce/foundations-places	feeb30a3320ddb88836b622414f795dfa778eaea7fbba0ece126b652ece5fea0	bundle-manifest-sha256-v1	two-architecture
QUARTIC-CYCLOTOMIC-TOTAL-RAMIFICATION-CENSUS	EV-QUARTIC-CYCLOTOMIC-TOTAL-RAMIFICATION-CENSUS	PUBLIC_PROBE	probes/P-QUARTIC-CYCLOTOMIC-TOTAL-RAMIFICATION-CENSUS-1	05f6a5c1e29b5e962c357f323ec2104d39f771230ea5cb6953a6b25126bbe5ee	bundle-manifest-sha256-v1	two-architecture
ABELIAN-CM-UNIQUE-EVEN-BIT-DISCRIMINANT-MINIMUM	EV-ABELIAN-CM-UNIQUE-EVEN-BIT-DISCRIMINANT-MINIMUM	PUBLIC_PROBE	probes/P-ABELIAN-CM-UNIQUE-EVEN-BIT-DISCRIMINANT-MINIMUM-1	31a4d20d4cd73778a7c058435ccc9e8bb1b7fcdc5a5475a5181c1e3aa739e2e0	bundle-manifest-sha256-v1	two-architecture
Z2-PLACES-SPLIT	EV-Z2-PLACES-SPLIT	REPRODUCTION	reproduce/foundations-places	feeb30a3320ddb88836b622414f795dfa778eaea7fbba0ece126b652ece5fea0	bundle-manifest-sha256-v1	two-architecture
TWO-PLACE-PHYSICS	EV-TWO-PLACE-PHYSICS	INLINE_CANON	inline	723345566b09c54211dcebb15a19d5f038fc7734c4e6df8c4d271befc4b4c6b0	registry-scope-sha256-v1	none
I-BILOCATED	EV-I-BILOCATED	REPRODUCTION	reproduce/foundations-places	feeb30a3320ddb88836b622414f795dfa778eaea7fbba0ece126b652ece5fea0	bundle-manifest-sha256-v1	recorded-audit
SILVER-RING-FACTS	EV-SILVER-RING-FACTS	REPRODUCTION	reproduce/foundations-places	feeb30a3320ddb88836b622414f795dfa778eaea7fbba0ece126b652ece5fea0	bundle-manifest-sha256-v1	one-architecture
SILVER-SIBLING	EV-SILVER-SIBLING	REPRODUCTION	reproduce/foundations-places	feeb30a3320ddb88836b622414f795dfa778eaea7fbba0ece126b652ece5fea0	bundle-manifest-sha256-v1	recorded-audit
CENTRAL-LIFT-PHASE	EV-CENTRAL-LIFT-PHASE	PUBLIC_PROBE	probes/P-CENTRAL-LIFT-PHASE-1	ff0ffb98cbc3197d18a86a22dd3cabe853b5f50a80e099ede48b1ae6a7a258e0	bundle-manifest-sha256-v1	two-architecture
FORCE-WEYL-HOLONOMY	EV-FORCE-WEYL-HOLONOMY	REPRODUCTION	reproduce/force-born-dictionary	b1a2f643a2461efa55ae31b6fbb2819c82e270299acea11a4f4215d268be5804	bundle-manifest-sha256-v1	two-architecture
FORCE-AS-CURVATURE	EV-FORCE-AS-CURVATURE	INLINE_CANON	inline	e240ce5de9bd398e402e88bcf5c4a1e3328aff7b2e62aca550a8fd098adeba0a	registry-scope-sha256-v1	none
COULOMB-GREEN-COMPUTATION	EV-COULOMB-GREEN-COMPUTATION	REPRODUCTION	reproduce/force-born-dictionary	b1a2f643a2461efa55ae31b6fbb2819c82e270299acea11a4f4215d268be5804	bundle-manifest-sha256-v1	one-architecture
COULOMB-PROJECTION	EV-COULOMB-PROJECTION	INLINE_CANON	inline	fcfe6228e2ee69d70c00c54b1fda1fd2492995e251e64cd206323dfc0a847517	registry-scope-sha256-v1	none
FORCE-POLAR-SIGN	EV-FORCE-POLAR-SIGN	INLINE_CANON	inline	c745d3122637d3e9f7ff586227f51d5fff40e3c32ffa943f50d6b4cfd1799cd9	registry-scope-sha256-v1	none
ABELIAN-FACE-DICTIONARY	EV-ABELIAN-FACE-DICTIONARY	REPRODUCTION	reproduce/force-born-dictionary	b1a2f643a2461efa55ae31b6fbb2819c82e270299acea11a4f4215d268be5804	bundle-manifest-sha256-v1	recorded-audit
MEASURE-BORN-VERB	EV-MEASURE-BORN-VERB	REPRODUCTION	reproduce/force-born-dictionary	b1a2f643a2461efa55ae31b6fbb2819c82e270299acea11a4f4215d268be5804	bundle-manifest-sha256-v1	recorded-audit
KERNEL-CELL-DICTIONARY	EV-KERNEL-CELL-DICTIONARY	INLINE_CANON	inline	75968572aa4951b8b5cf12279d75c6eff6efd591d0fad928eb3aa882c1433f2f	registry-scope-sha256-v1	none
SUBSTRATE-KNIT	EV-SUBSTRATE-KNIT	REPRODUCTION	reproduce/force-born-dictionary	b1a2f643a2461efa55ae31b6fbb2819c82e270299acea11a4f4215d268be5804	bundle-manifest-sha256-v1	two-architecture
METRO-ADMISSIBILITY	EV-METRO-ADMISSIBILITY	INLINE_CANON	inline	48091af4453a15143ebb671f858b2c692b5598c2a11188dc87537071bca45e6d	registry-scope-sha256-v1	none
METRO-EDGE-SCALE	EV-METRO-EDGE-SCALE	INLINE_CANON	inline	c396080b9c0328728c2bdea1303035f541716a7b33f242468bdf469518f63c59	registry-scope-sha256-v1	none
QUANT-SUBSTRATE	EV-QUANT-SUBSTRATE	INLINE_CANON	inline	f4635e0c7cccf3015db2992909ec128807144665c26e9a98c4021602cd9fd6df	registry-scope-sha256-v1	none
COLOR-MEASURE-SELECTION	EV-COLOR-MEASURE-SELECTION	INLINE_CANON	inline	e58355596b07850bd704d11db7f8cb7ffd034bbe0820bbe5938f09efae1fc002	registry-scope-sha256-v1	none
TT-SOURCE	EV-TT-SOURCE	INLINE_CANON	inline	e4ef90d122fedd52a7fe7ff6a1724c1a97003adcca8492ab2ba494171b351131	registry-scope-sha256-v1	none
QNM-LEAVER-MU	EV-QNM-LEAVER-MU	INLINE_CANON	inline	a3397550758e2dff9f1568c91f6bf57dd391e1364db9e858124d98811255724b	registry-scope-sha256-v1	none
POL-READ	EV-POL-READ	INLINE_CANON	inline	c764fe8a00b4dd265563b14449a5cb53c7489dab77298c5761f4b8b6ae7b2bbc	registry-scope-sha256-v1	none
TT-VECTOR-STATE-NORMALIZATION	EV-TT-VECTOR-STATE-NORMALIZATION	INLINE_CANON	inline	1c8d30a458dbe2c476b8fd4eba29629f17dcdf67ed7a1a907198e61004f1057d	registry-scope-sha256-v1	none
FRW-INHOM	EV-FRW-INHOM	INLINE_CANON	inline	db6694a8e05c838f7dff276bcb2840c10346e756b9862f87b62931c33a48ed38	registry-scope-sha256-v1	none
DRESS-CROSSCOUNT	EV-DRESS-CROSSCOUNT	INLINE_CANON	inline	ce671d700f3ee83da0fddec89ba80150b284bcd7adf21797a4b3c8e957b556dd	registry-scope-sha256-v1	none
NS-TILT	EV-NS-TILT	INLINE_CANON	inline	1e9ee6e44b0a26c7281d6da06c823208a9f76e94c63c216b59310e253eec5b78	registry-scope-sha256-v1	none
DE-CONFORMAL-WEIGHT	EV-DE-CONFORMAL-WEIGHT	INLINE_CANON	inline	aff6ec2279896216990d29a2de18a352d45776860fababd7e7b59e46a1b06a7b	registry-scope-sha256-v1	none
ALPHA-S-RUNNING	EV-ALPHA-S-RUNNING	INLINE_CANON	inline	ffaee924dc7668e3a3207bb2070529142c959108f5c072af912d3c036f671e65	registry-scope-sha256-v1	none
SCHEME-DICTIONARY	EV-SCHEME-DICTIONARY	INLINE_CANON	inline	864f98ed458208b8dd614be372159e9bb5d3d84c539ac70489c0261391bafff1	registry-scope-sha256-v1	none
GENERATIONS-L3	EV-GENERATIONS-L3	INLINE_CANON	inline	6c4fd902f395d86a996f27c64f55c26e40eff44b344b364d2829be09f87b6ade	registry-scope-sha256-v1	none
SPIN-LIFT-FORCED	EV-SPIN-LIFT-FORCED	PUBLIC_PROBE	probes/P-SPIN-LIFT-FORCED-1	bda8e09a5de84f34c2a836cedfa44c902662556e14f60448dd6f3db0351464c7	bundle-manifest-sha256-v1	two-architecture
TM-SYM2-MEASURE	EV-TM-SYM2-MEASURE	PUBLIC_PROBE	probes/P-TM-SYM2-MEASURE-1	f943c0fc8412fd6f39a0d21a6e51fffe4bda2d06ad8ec78e41816e44a35b113d	bundle-manifest-sha256-v1	two-architecture
QUADRATIC-DECODER-DATA	EV-QUADRATIC-DECODER-DATA	INLINE_CANON	inline	8b2b79b5060bbea943429afda25f24affcda2bd9a55961965cf63a962b3cee8d	registry-scope-sha256-v1	none
NEUTRON-DELTA-EM	EV-NEUTRON-DELTA-EM	INLINE_CANON	inline	d99032dd36f64457dfe7befc2107289ade2bd5e179eebbfabb56daae80d0528a	registry-scope-sha256-v1	none
PROTON-RESIDUAL-IS-QCD	EV-PROTON-RESIDUAL-IS-QCD	INLINE_CANON	inline	89e26760068016a6fa610cf71c1df4264d7507fdbad96a7e84ec0cf42432be67	registry-scope-sha256-v1	none
SQRT-PHI-TIME-GRAVITY	EV-SQRT-PHI-TIME-GRAVITY	INLINE_CANON	inline	680a304b1a78eca6f6641ec10d59f26d3717aadcc2997189b797d512a1db08e6	registry-scope-sha256-v1	none
KERNEL-CONNECT-ALL-K	EV-KERNEL-CONNECT-ALL-K	PUBLIC_PROBE	probes/P-KERNEL-CONNECT-ALL-K-1	a7b73e2b5441fe1628e7589f9e73b366ae2ee6e4dd3fdee34527c57fb873757b	bundle-manifest-sha256-v1	two-architecture
CURVATURE-HISTORICAL-TRACE	EV-CURVATURE-HISTORICAL-TRACE	PUBLIC_PROBE	probes/P-CURVATURE-TRACE-VALUE-1	c27b18fcb8bbd7b72b915c7121db834c626dda3aa440ea63def8cfb97bbfb5be	bundle-manifest-sha256-v1	two-architecture
CURVATURE-TRACE-VALUE	EV-CURVATURE-TRACE-VALUE	PUBLIC_PROBE	probes/P-CURVATURE-TRACE-VALUE-1	c27b18fcb8bbd7b72b915c7121db834c626dda3aa440ea63def8cfb97bbfb5be	bundle-manifest-sha256-v1	two-architecture
CURVATURE-OPERATOR-CANONICAL	EV-CURVATURE-OPERATOR-CANONICAL	INLINE_CANON	inline	253142e1d51b0d18d8dcb866ad3de64579ee1782e32983f2b4d0fe0c2d3bbfa5	registry-scope-sha256-v1	none
PHOTON-WINDOW-COORDINATES	EV-PHOTON-WINDOW-COORDINATES	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
PHOTON-UNIVERSAL-BIT	EV-PHOTON-UNIVERSAL-BIT	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
MONOPOLE-FIFTHS	EV-MONOPOLE-FIFTHS	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
MONOPOLE-COST	EV-MONOPOLE-COST	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	one-architecture
KAPPA-BOUNDS	EV-KAPPA-BOUNDS	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
KAPPA-SHAPES	EV-KAPPA-SHAPES	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	one-architecture
CENTER-SPLIT-RECIPROCITY	EV-CENTER-SPLIT-RECIPROCITY	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
CENTER-SPLIT-CLOSURE	EV-CENTER-SPLIT-CLOSURE	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
CENTER-SPLIT-SELECTION	EV-CENTER-SPLIT-SELECTION	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	recorded-audit
ELECTRON-G-RATIO	EV-ELECTRON-G-RATIO	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
ELECTRON-G-DOUBLE-COVER	EV-ELECTRON-G-DOUBLE-COVER	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
ELECTRON-G-TREE	EV-ELECTRON-G-TREE	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	recorded-audit
ELECTRON-SIGN-LAWS	EV-ELECTRON-SIGN-LAWS	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	two-architecture
ELECTRON-SIGN	EV-ELECTRON-SIGN	REPRODUCTION	reproduce/photon-electron	87e70136fb135f1cca8c00612ef41bb64c03fb1b49d2ee7529cf6c4c6d3acea2	bundle-manifest-sha256-v1	recorded-audit
PHOTON-WINDOW-PROOF	EV-PHOTON-WINDOW-PROOF	PUBLIC_PROBE	probes/P-PHOTON-KAPPA-LEMMA-1	b0f14e92c008fdd5fcdbc6f0960aac0e1b5b55bb85b1e05dd3945fa67b31f0d6	bundle-manifest-sha256-v1	two-architecture
PENTIT-ROOT-FACTS	EV-PENTIT-ROOT-FACTS	REPRODUCTION	reproduce/pentit-p5-closure	c5fdcd9781ef68345d99cb4868dc50088531fa03ef92a42902d58718d638808a	bundle-manifest-sha256-v1	two-architecture
PENTIT-ROOT-READING	EV-PENTIT-ROOT-READING	REPRODUCTION	reproduce/pentit-p5-closure	c5fdcd9781ef68345d99cb4868dc50088531fa03ef92a42902d58718d638808a	bundle-manifest-sha256-v1	recorded-audit
MAGIC-PRIME-GATE	EV-MAGIC-PRIME-GATE	REPRODUCTION	reproduce/pentit-p5-closure	c5fdcd9781ef68345d99cb4868dc50088531fa03ef92a42902d58718d638808a	bundle-manifest-sha256-v1	two-architecture
QUBIT-FROM-F5	EV-QUBIT-FROM-F5	REPRODUCTION	reproduce/pentit-p5-closure	c5fdcd9781ef68345d99cb4868dc50088531fa03ef92a42902d58718d638808a	bundle-manifest-sha256-v1	two-architecture
BELL-MAGIC-BOUNDARY	EV-BELL-MAGIC-BOUNDARY	PUBLIC_PROBE	probes/P-BELL-MAGIC-BOUNDARY-1	93fd7d77c575886c409175a00404c2f3815779a7d69d56b05dd93e11f835391e	bundle-manifest-sha256-v1	two-architecture
P5-ROOT-SELECTION	EV-P5-ROOT-SELECTION	REPRODUCTION	reproduce/pentit-p5-closure	c5fdcd9781ef68345d99cb4868dc50088531fa03ef92a42902d58718d638808a	bundle-manifest-sha256-v1	two-architecture
ENTROPY-LAYER-BRIDGE	EV-ENTROPY-LAYER-BRIDGE	PUBLIC_PROBE	probes/P-ENTROPY-BRIDGE-1	96cca583006f7090d094fd4a025a78e6ee4f98fb7627af7c880f829beafccb57	bundle-manifest-sha256-v1	two-architecture
ENTROPY-CYLINDER-CUT	EV-ENTROPY-CYLINDER-CUT	PUBLIC_PROBE	probes/P-ENTROPY-BRIDGE-2	950f20397d23f395730e408a2400804c8a8dded2ac1c5e515e86a2f96ebd5f29	bundle-manifest-sha256-v1	two-architecture
ENTROPY-LIFT-DEFECT	EV-ENTROPY-LIFT-DEFECT	PUBLIC_PROBE	probes/P-ENTROPY-BRIDGE-1	96cca583006f7090d094fd4a025a78e6ee4f98fb7627af7c880f829beafccb57	bundle-manifest-sha256-v1	two-architecture
ENTROPY-JOINT-CESARO-LAW	EV-ENTROPY-JOINT-CESARO-LAW	PUBLIC_PROBE	probes/P-ENTROPY-BRIDGE-1	96cca583006f7090d094fd4a025a78e6ee4f98fb7627af7c880f829beafccb57	bundle-manifest-sha256-v1	two-architecture
ENTROPY-BLOCK-HALVING	EV-ENTROPY-BLOCK-HALVING	PUBLIC_PROBE	probes/P-ENTROPY-BRIDGE-2	950f20397d23f395730e408a2400804c8a8dded2ac1c5e515e86a2f96ebd5f29	bundle-manifest-sha256-v1	two-architecture
ENTROPY-RG-RETURN	EV-ENTROPY-RG-RETURN	PUBLIC_PROBE	probes/P-ENTROPY-RG-RETURN-1	60eaf16454ab6b7523e76a38bfd6f7cb99eb06f80736e8b24fbcc8df844e2d1e	bundle-manifest-sha256-v1	two-architecture
ENTROPY-LIVING-SET	EV-ENTROPY-LIVING-SET	PUBLIC_PROBE	probes/P-ENTROPY-BRIDGE-3	e284f0144fce54463f785de28e13e89010992561246cfcbec22a13988d7492bc	bundle-manifest-sha256-v1	two-architecture
ENTROPY-UNIQUE-PAST	EV-ENTROPY-UNIQUE-PAST	PUBLIC_PROBE	probes/P-ENTROPY-BRIDGE-3	e284f0144fce54463f785de28e13e89010992561246cfcbec22a13988d7492bc	bundle-manifest-sha256-v1	two-architecture
